,,Name,Username,"Profile ID",Date,Likes,Comment,"Comment ID","Profile URL","Comment URL"
1,,rosy_battaglia8866,,23421833081,"2023-10-26 18:58:21",0,"Ragazzi mi piacete❤️❤️❤️❤️",18035007112558159,https://www.instagram.com/rosy_battaglia8866/,https://www.instagram.com/p/Cy1LWehI36e/c/18035007112558159
2,,yakoop_xx,,57600939189,"2023-10-26 18:59:10",0,,18027473992679259,https://www.instagram.com/yakoop_xx/,https://www.instagram.com/p/Cy1LWehI36e/c/18027473992679259
3,,joyceblackowlronquillo,,62261144696,"2023-10-26 19:01:05",0,"Have a great day",18094870657369196,https://www.instagram.com/joyceblackowlronquillo/,https://www.instagram.com/p/Cy1LWehI36e/c/18094870657369196
4,,checco_libanese,,28464644839,"2023-10-26 19:09:13",0,"Ee basta mostrarvi si sei una bella ghocca basta!!",17986756037247214,https://www.instagram.com/checco_libanese/,https://www.instagram.com/p/Cy1LWehI36e/c/17986756037247214
5,,mammagina_,,4350515170,"2023-10-26 19:26:19",0,❤️❤️,17903866199793583,https://www.instagram.com/mammagina_/,https://www.instagram.com/p/Cy1LWehI36e/c/17903866199793583
6,,valentina_scaliti,,47479503913,"2023-10-26 19:27:44",0,"Look bellissimo Chiara ❤️",18010106380979437,https://www.instagram.com/valentina_scaliti/,https://www.instagram.com/p/Cy1LWehI36e/c/18010106380979437
7,,monica_perin1,,8418534621,"2023-10-26 19:28:39",0,"😍 foto 1 bellissime 😍",18029468092643924,https://www.instagram.com/monica_perin1/,https://www.instagram.com/p/Cy1LWehI36e/c/18029468092643924
8,,urakamisgi824,,59394987222,"2023-10-26 19:59:52",0,可愛ね,17900774018863827,https://www.instagram.com/urakamisgi824/,https://www.instagram.com/p/Cy1LWehI36e/c/17900774018863827
9,,lauretta_palazzoli,,45125887047,"2023-10-27 07:38:28",0,"Complimenti alla super coppia 😍",18002001140164983,https://www.instagram.com/lauretta_palazzoli/,https://www.instagram.com/p/Cy1LWehI36e/c/18002001140164983
10,,annap_l_a,,6959666257,"2023-10-27 07:54:07",0,"Muerooo! 😍❤️",17934713303658253,https://www.instagram.com/annap_l_a/,https://www.instagram.com/p/Cy1LWehI36e/c/17934713303658253
11,,lucia_coutor,,2207824232,"2023-10-27 08:07:53",0,"Belli ❤️❤️❤️❤️",18005350456939029,https://www.instagram.com/lucia_coutor/,https://www.instagram.com/p/Cy1LWehI36e/c/18005350456939029
12,,giumo17,,21296431493,"2023-10-27 08:11:32",0,"Che bello l'albero genealogico con fotogragie e scritto in inglese 👏",17868154986002044,https://www.instagram.com/giumo17/,https://www.instagram.com/p/Cy1LWehI36e/c/17868154986002044
13,,johnyunis,,1456275189,"2023-10-27 08:15:42",0,❤️❤️❤️❤️❤️❤️❤️❤️,18396773929041092,https://www.instagram.com/johnyunis/,https://www.instagram.com/p/Cy1LWehI36e/c/18396773929041092
14,,sha.namor,,62348845357,"2023-10-27 08:33:40",0,"@miriyam_mari she and her entourage stay silent because otherwise brands wouldn’t pay them. Influencers don’t give a damn about people and the world. They only care about money. They only help social causes when there’s a “return in investment” for them.",17899776230887654,https://www.instagram.com/sha.namor/,https://www.instagram.com/p/Cy1LWehI36e/c/17899776230887654
15,,carmendatena,,399391001,"2023-10-27 08:47:59",0,❤️❤️❤️❤️❤️,18031570960564991,https://www.instagram.com/carmendatena/,https://www.instagram.com/p/Cy1LWehI36e/c/18031570960564991
16,,weddingrawmemories,,62890865129,"2023-10-27 09:07:41",0,🤍🤍🤍,18021823009755637,https://www.instagram.com/weddingrawmemories/,https://www.instagram.com/p/Cy1LWehI36e/c/18021823009755637
17,,alessandra_lunardini,,4709322117,"2023-10-27 09:22:03",0,❤️,18027219112671981,https://www.instagram.com/alessandra_lunardini/,https://www.instagram.com/p/Cy1LWehI36e/c/18027219112671981
18,,antononina,,3666500445,"2023-10-27 09:48:38",0,"Semplicemente  meravigliose",17998407443206055,https://www.instagram.com/antononina/,https://www.instagram.com/p/Cy1LWehI36e/c/17998407443206055
19,,y_s_l_1214,,344058604,"2023-10-27 09:49:20",0,❤️❤️❤️❤️❤️,18037833256520612,https://www.instagram.com/y_s_l_1214/,https://www.instagram.com/p/Cy1LWehI36e/c/18037833256520612
20,,hffhjhgffjnn,,62893472656,"2023-10-27 09:56:40",0,"@elena.pitzalis perchè la mamma gli sta educando male e facendoli diventare dei coglioni",18053486089442906,https://www.instagram.com/hffhjhgffjnn/,https://www.instagram.com/p/Cy1LWehI36e/c/18053486089442906
21,,lucia_franco61,,51818574862,"2023-10-27 10:25:01",0,😍😍😍😍,17986176830451775,https://www.instagram.com/lucia_franco61/,https://www.instagram.com/p/Cy1LWehI36e/c/17986176830451775
