,,Name,Username,"Profile ID",Date,Likes,Comment,"Comment ID","Profile URL","Comment URL"
1,,d_alessia.94,,501178871,"2023-12-08 21:29:02",0,"😂😂😂😂😂😂il babbo natale che 🤣 adora la vitto",18187835971305096,https://www.instagram.com/d_alessia.94/,https://www.instagram.com/p/C0g2FEEoUbK/c/18187835971305096
2,,semplicemente_titti,,568259087,"2023-12-08 21:29:54",0,"@merybiagioni 😂😂😂😂😂 pagliaccia",17935282607786431,https://www.instagram.com/semplicemente_titti/,https://www.instagram.com/p/C0g2FEEoUbK/c/17935282607786431
3,,giovanni_s_mom,,2279429573,"2023-12-08 21:34:11",0,"@giulajei anche a Molfetta provincia di Bari si festeggia S. Nicola che porta i doni ai bambini",17916878198837253,https://www.instagram.com/giovanni_s_mom/,https://www.instagram.com/p/C0g2FEEoUbK/c/17916878198837253
4,,merybiagioni,,8996686976,"2023-12-08 21:36:45",0,"@semplicemente_titti  e sarei io a non stare bene ? The brain …",17999126852116020,https://www.instagram.com/merybiagioni/,https://www.instagram.com/p/C0g2FEEoUbK/c/17999126852116020
5,,giovanni_s_mom,,2279429573,"2023-12-08 21:36:51",0,"@francine_martin_ perché il 6 è la festa di s. Nicola (babbo natale)",17998924889123097,https://www.instagram.com/giovanni_s_mom/,https://www.instagram.com/p/C0g2FEEoUbK/c/17998924889123097
6,,giovanni_s_mom,,2279429573,"2023-12-08 21:39:48",0,"@francine_martin_ a Molfetta e non so dove altro in Italia si festeggia dando le caramelle e doni ai bambini. In altri paesi si fanno i regali sempre il 6. Quindi ci può stare che lo incontrino prima. Poi comunque anche  in giro per i mercatini di Natale puoi incontrare Babbo Natale prima del 25 Dicembre 😂 cosa diciamo in quel caso?",18271044301161085,https://www.instagram.com/giovanni_s_mom/,https://www.instagram.com/p/C0g2FEEoUbK/c/18271044301161085
7,,semplicemente_titti,,568259087,"2023-12-08 21:46:25",0,"@merybiagioni what you mean by “the brain “? Tell me, come on ….",17909404271856973,https://www.instagram.com/semplicemente_titti/,https://www.instagram.com/p/C0g2FEEoUbK/c/17909404271856973
8,,irene_faustino5,,46234278894,"2023-12-08 22:03:09",0,"Bellissimi ❤️❤️❤️Leo e vitto",18287675860155641,https://www.instagram.com/irene_faustino5/,https://www.instagram.com/p/C0g2FEEoUbK/c/18287675860155641
9,,merybiagioni,,8996686976,"2023-12-08 22:12:17",0,"@semplicemente_titti tell me what are you looking for ??? What do you pretend ? I have never never met you before ! You have been so rude only because I think cpmpletely different about a situation ! 
Pagliaccia a chi ??? 
Il brain dovresti attivarlo quando ti poni dinnanzi ad opinioni diverse dalle tue .. 
fermo restando che a Chiara e Fedez non frega nulla ,della nostra opzione . Bona li !",17977039127629133,https://www.instagram.com/merybiagioni/,https://www.instagram.com/p/C0g2FEEoUbK/c/17977039127629133
10,,roxyf80,,7015425751,"2023-12-08 22:12:26",0,"@valeferro55 bhe l'ho fatto pure io per mio figlio e non sono la Ferragni",18028060675760538,https://www.instagram.com/roxyf80/,https://www.instagram.com/p/C0g2FEEoUbK/c/18028060675760538
11,,semplicemente_titti,,568259087,"2023-12-08 22:16:35",0,"@merybiagioni ma bona li de che?? Ma chi te se fila!😂😂😂😂 🤡",18248664652172877,https://www.instagram.com/semplicemente_titti/,https://www.instagram.com/p/C0g2FEEoUbK/c/18248664652172877
12,,mgmacigelo,,2953575390,"2023-12-08 22:26:17",0,"Evil Child 😂",17916391265762459,https://www.instagram.com/mgmacigelo/,https://www.instagram.com/p/C0g2FEEoUbK/c/17916391265762459
13,,_cin_zia,,1697960458,"2023-12-08 22:29:54",0,"La gioia di vittoria?????? Che emozione 💝",17926802420799750,https://www.instagram.com/_cin_zia/,https://www.instagram.com/p/C0g2FEEoUbK/c/17926802420799750
